w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,player_rank,player_bcr
,,2,6,62,-0.666666667
,,1,12,101,-0.916666667
,,6,15,37,-0.6
,,3,7,80,-0.571428571
,,6,11,4,-0.454545455
,,7,11,115,-0.363636364
,,7,11,55,-0.363636364
,,3,7,31,-0.571428571
,,4,10,17,-0.6
,,3,7,121,-0.571428571
,,4,9,44,-0.555555556
,,2,6,25,-0.666666667
,,3,9,66,-0.666666667
,,2,7,97,-0.714285714
,,5,9,18,-0.444444444
,,7,11,103,-0.363636364
,,2,6,2,-0.666666667
,,2,9,56,-0.777777778
,,12,17,110,-0.294117647
,,6,12,59,-0.5
,,1,7,332,-0.857142857
,,3,7,24,-0.571428571
,,6,9,327,-0.333333333
,,4,7,82,-0.428571429
,,4,10,16,-0.6
,,5,7,57,-0.285714286
,,0,5,79,-1
,,3,7,45,-0.571428571
,,0,4,130,-1
,,7,12,33,-0.416666667
,,3,7,173,-0.571428571
,,3,8,99,-0.625
,,1,6,89,-0.833333333
,,4,9,87,-0.555555556
,,3,6,72,-0.5
,,6,9,63,-0.333333333
,,12,19,244,-0.368421053
,,5,9,73,-0.444444444
,,6,11,109,-0.454545455
,,3,8,182,-0.625
,,4,8,104,-0.5
,,3,10,11,-0.7
,,5,11,197,-0.545454545
,,5,8,68,-0.375
,,2,5,44,-0.6
,,0,3,25,-1
,,8,12,1504,-0.333333333
,,2,4,71,-0.5
,,7,13,243,-0.461538462
,,10,15,7,-0.333333333
,,3,7,103,-0.571428571
,,4,8,212,-0.5
,,3,7,30,-0.571428571
,,3,6,86,-0.5
,,6,12,55,-0.5
,,3,9,58,-0.666666667
,,8,12,149,-0.333333333
,,3,9,117,-0.666666667
,,3,9,112,-0.666666667
,,2,5,92,-0.6
,,2,5,90,-0.6
,,3,6,763,-0.5
,,4,10,66,-0.6
,,2,7,74,-0.714285714
,,5,10,85,-0.5
,,11,18,61,-0.388888889
,,5,11,81,-0.545454545
,,7,12,49,-0.416666667
,,4,6,95,-0.333333333
,,6,8,84,-0.25
,,6,9,121,-0.333333333
,,2,7,62,-0.714285714
,,6,14,9,-0.571428571
,,4,8,98,-0.5
,,4,8,209,-0.5
,,4,10,138,-0.6
,,2,9,200,-0.777777778
,,3,9,27,-0.666666667
,,3,7,235,-0.571428571
,,6,11,80,-0.454545455
,,2,7,77,-0.714285714
,,8,12,51,-0.333333333
,,2,4,28,-0.5
,,6,10,38,-0.4
,,1,3,52,-0.666666667
,,1,6,167,-0.833333333
,,NA,NA,47,#VALUE!
,,2,6,42,-0.666666667
,,5,10,32,-0.5
,,8,12,4,-0.333333333
,,4,9,65,-0.555555556
,,5,8,41,-0.375
,,13,18,37,-0.277777778
,,3,6,83,-0.5
,,6,11,118,-0.454545455
,,6,13,43,-0.538461538
,,2,6,34,-0.666666667
,,5,8,124,-0.375
,,1,7,115,-0.857142857
,,2,6,67,-0.666666667
,,1,5,101,-0.8
,,2,5,15,-0.6
,,5,9,60,-0.444444444
,,10,15,70,-0.333333333
,,5,11,3,-0.545454545
,,2,8,144,-0.75
,,5,11,183,-0.545454545
,,2,5,97,-0.6
,,5,10,88,-0.5
,,11,13,14,-0.153846154
,,2,7,23,-0.714285714
,,12,19,NA,-0.368421053
,,7,12,2,-0.416666667
,,11,14,105,-0.214285714
,,8,11,39,-0.272727273
,,0,3,10,-1
,,3,9,142,-0.666666667
,,6,11,54,-0.454545455
,,6,13,13,-0.538461538
,,3,4,40,-0.25
,,9,16,131,-0.4375
,,5,8,106,-0.375
,,4,9,20,-0.555555556
,,5,10,48,-0.5
,,4,10,75,-0.6
,,11,17,31,-0.352941176
,,4,9,91,-0.555555556
,,2,6,96,-0.666666667
,,5,13,605,-0.615384615
,,6,13,108,-0.538461538
,,1,7,21,-0.857142857
,,8,14,26,-0.428571429
,,9,15,19,-0.4
,,6,11,36,-0.454545455
,,1,4,29,-0.75
,,0,3,18,-1
,,1,5,35,-0.8
,,4,11,8,-0.636363636
,,4,7,22,-0.428571429
,,5,8,12,-0.375
,,1,6,46,-0.833333333
,,3,10,6,-0.7
,,0,4,17,-1
,,7,12,5,-0.416666667
