w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,player_rank,player_bcr
0,3,5,10,41,-1
4,5,5,10,81,-0.2
5,6,0,3,49,-0.166666667
1,3,3,8,150,-0.666666667
0,0,4,6,12,#DIV/0!
7,8,0,4,106,-0.125
1,4,6,10,97,-0.75
6,7,3,8,25,-0.142857143
2,2,11,15,28,0
7,10,2,7,44,-0.3
1,2,1,5,74,-0.5
0,0,7,9,8,#DIV/0!
5,8,6,11,4,-0.375
1,3,7,12,75,-0.666666667
0,0,3,7,46,#DIV/0!
1,2,3,7,32,-0.5
1,2,8,11,26,-0.5
7,12,8,17,82,-0.416666667
5,7,5,9,93,-0.285714286
0,1,4,8,15,-1
3,3,0,4,11,0
0,1,0,4,115,-1
4,8,10,15,53,-0.5
8,10,1,6,18,-0.2
7,10,10,13,104,-0.3
4,4,7,10,52,0
1,4,7,11,98,-0.75
5,8,7,11,7,-0.375
4,5,7,11,5,-0.2
9,13,5,9,231,-0.307692308
4,7,4,11,38,-0.428571429
0,1,4,10,27,-1
3,3,7,10,20,0
7,11,8,15,62,-0.363636364
1,3,2,8,111,-0.666666667
4,6,0,3,13,-0.333333333
3,8,4,9,17,-0.625
4,7,3,10,76,-0.428571429
6,10,5,8,66,-0.4
9,13,7,12,23,-0.307692308
2,7,6,11,70,-0.714285714
8,10,3,7,73,-0.2
6,7,2,6,145,-0.142857143
8,8,3,6,3,0
2,2,8,12,9,0
3,7,6,13,119,-0.571428571
6,10,6,11,134,-0.4
10,13,4,11,34,-0.230769231
2,3,2,7,19,-0.333333333
2,6,1,7,99,-0.666666667
6,10,2,8,68,-0.4
5,7,2,4,10,-0.285714286
10,18,9,16,16,-0.444444444
5,7,4,10,234,-0.285714286
4,5,1,6,80,-0.2
1,6,2,9,21,-0.833333333
0,0,7,10,29,#DIV/0!
1,3,2,7,109,-0.666666667
6,9,11,15,40,-0.333333333
5,8,4,11,2,-0.375
3,5,14,19,1,-0.4
6,7,4,8,43,-0.142857143
2,5,9,16,41,-0.6
0,1,7,11,150,-1
0,1,10,15,12,-1
0,0,3,6,25,#DIV/0!
4,4,3,6,28,0
3,7,6,12,8,-0.571428571
2,3,7,9,4,-0.333333333
7,11,1,6,46,-0.363636364
1,3,1,5,82,-0.666666667
6,11,6,14,15,-0.454545455
0,0,1,3,11,#DIV/0!
0,2,9,14,18,-1
3,4,7,10,104,-0.25
4,8,2,8,7,-0.5
0,0,5,8,5,#DIV/0!
4,9,9,14,27,-0.555555556
1,1,3,6,20,0
3,4,5,10,13,-0.25
3,5,1,6,17,-0.4
1,1,2,5,66,0
7,8,6,9,73,-0.125
NA,NA,NA,NA,3,#VALUE!
1,3,7,13,9,-0.666666667
3,4,0,4,134,-0.25
2,4,4,8,19,-0.5
7,10,4,10,10,-0.3
3,6,3,10,16,-0.5
4,4,1,7,21,0
0,1,2,6,29,-1
2,2,1,5,2,0
4,8,3,7,43,-0.5
0,0,6,11,150,#DIV/0!
2,3,8,12,12,-0.333333333
4,8,14,20,8,-0.5
5,5,4,7,4,0
5,5,13,17,15,0
2,2,7,10,18,0
4,4,3,7,7,0
3,3,6,9,5,0
4,11,3,10,13,-0.636363636
3,5,5,10,17,-0.4
3,5,3,5,73,-0.4
2,2,0,3,9,0
5,9,9,15,10,-0.444444444
3,6,2,8,16,-0.5
3,3,7,10,2,0
8,9,4,9,150,-0.111111111
2,3,7,9,12,-0.333333333
7,9,3,7,4,-0.222222222
8,12,5,11,18,-0.333333333
2,4,7,12,5,-0.5
5,9,4,9,73,-0.444444444
5,8,5,9,9,-0.375
3,4,1,5,2,-0.25
4,5,3,6,150,-0.2
0,0,3,5,18,#DIV/0!
2,6,6,10,73,-0.666666667
5,6,6,10,2,-0.166666667
7,7,8,11,150,0
7,11,3,7,73,-0.363636364
7,9,14,18,150,-0.222222222
2,2,3,8,1,0
2,5,4,9,142,-0.6
7,10,5,11,47,-0.3
4,4,0,4,33,0
2,4,2,6,22,-0.5
3,9,13,19,60,-0.666666667
4,8,7,13,54,-0.5
4,5,2,6,14,-0.2
2,4,0,6,63,-0.5
0,5,2,7,80,-1
3,5,7,12,105,-0.4
10,14,13,17,21,-0.285714286
1,4,2,7,32,-0.75
4,7,1,8,72,-0.428571429
3,8,9,13,108,-0.625
3,4,4,6,8,-0.25
3,4,2,8,4,-0.25
2,4,3,8,139,-0.5
0,0,7,11,46,#DIV/0!
10,13,5,11,27,-0.230769231
4,5,1,6,25,-0.2
3,4,0,4,34,-0.25
0,2,1,6,107,-1
2,3,4,8,17,-0.333333333
2,3,2,4,51,-0.333333333
9,13,3,9,69,-0.307692308
5,6,5,8,55,-0.166666667
3,4,3,7,110,-0.25
3,5,8,14,35,-0.4
4,5,6,10,66,-0.2
2,2,3,7,111,0
2,5,4,11,6,-0.6
9,11,9,14,7,-0.181818182
3,4,3,6,39,-0.25
4,8,4,9,58,-0.5
5,6,4,9,30,-0.166666667
2,4,2,6,26,-0.5
8,15,10,17,64,-0.466666667
2,3,3,6,74,-0.333333333
8,10,8,12,12,-0.2
1,5,5,12,15,-0.8
9,14,2,9,83,-0.357142857
9,13,11,15,98,-0.307692308
5,8,2,8,18,-0.375
9,13,4,8,29,-0.307692308
1,4,6,12,94,-0.75
1,4,7,13,61,-0.75
4,6,7,12,3,-0.333333333
5,6,2,7,9,-0.166666667
4,6,2,7,82,-0.333333333
2,7,5,12,53,-0.714285714
2,4,5,11,23,-0.5
2,2,3,7,38,0
0,2,8,13,96,-1
7,9,7,12,487,-0.222222222
1,1,5,9,11,0
2,4,5,9,115,-0.5
2,2,9,13,86,0
5,9,1,6,165,-0.444444444
3,3,2,5,133,0
0,1,3,8,41,-1
5,6,3,6,37,-0.166666667
3,5,7,10,100,-0.4
6,11,10,17,2,-0.454545455
0,0,1,6,1,#DIV/0!
6,8,0,4,33,-0.25
0,2,8,13,60,-1
9,10,2,7,14,-0.1
0,0,0,0,63,#DIV/0!
8,10,3,7,21,-0.2
4,5,4,8,32,-0.2
1,2,4,9,8,-0.5
2,5,5,12,4,-0.6
8,11,4,9,27,-0.272727273
5,5,0,4,25,0
2,7,3,10,17,-0.714285714
8,10,7,12,51,-0.2
4,9,6,10,110,-0.555555556
0,4,4,10,66,-1
0,0,8,13,6,#DIV/0!
3,5,4,9,39,-0.4
4,5,0,3,30,-0.2
2,2,1,4,26,0
0,0,2,4,74,#DIV/0!
0,0,5,10,15,#DIV/0!
9,15,4,11,98,-0.4
6,10,5,10,29,-0.4
0,0,9,12,61,#DIV/0!
0,1,4,9,9,-1
4,4,2,6,23,0
3,5,8,13,38,-0.4
2,3,0,5,11,-0.333333333
1,4,6,11,115,-0.75
3,9,7,13,133,-0.666666667
3,5,5,10,41,-0.4
5,10,5,10,2,-0.5
4,4,2,5,1,0
9,10,7,8,60,-0.1
5,7,3,7,21,-0.285714286
0,1,3,8,8,-1
7,10,4,7,4,-0.3
4,4,2,7,25,0
3,9,6,12,51,-0.666666667
10,15,3,10,6,-0.333333333
3,6,9,13,30,-0.5
1,2,3,8,26,-0.5
3,4,4,10,15,-0.25
10,16,7,15,61,-0.375
8,9,4,8,9,-0.111111111
2,6,4,9,38,-0.666666667
0,4,2,9,115,-1
4,6,3,8,2,-0.333333333
4,5,7,11,1,-0.2
4,6,2,5,21,-0.333333333
3,4,5,10,4,-0.25
0,1,11,16,51,-1
5,9,13,18,30,-0.444444444
5,11,6,12,61,-0.545454545
8,12,8,14,9,-0.333333333
5,8,9,13,115,-0.375
1,1,4,9,1,0
7,8,8,12,51,-0.125
2,3,5,9,30,-0.333333333
8,13,7,13,9,-0.384615385
2,2,2,6,1,0
1,3,4,10,30,-0.666666667
2,4,2,5,1,-0.5
1,2,3,9,1,-0.5
3,5,6,11,43,-0.4
6,12,8,15,92,-0.5
5,8,5,10,95,-0.375
9,13,5,10,19,-0.307692308
1,1,3,7,74,0
1,1,2,7,40,0
1,2,2,6,13,-0.5
6,9,10,16,11,-0.333333333
2,2,4,6,36,0
4,5,6,10,49,-0.2
1,1,7,11,25,0
1,2,8,11,31,-0.5
3,7,3,9,63,-0.571428571
1,3,3,8,227,-0.666666667
9,14,7,14,8,-0.357142857
0,0,1,6,4,#DIV/0!
8,13,6,12,68,-0.384615385
5,7,2,7,114,-0.285714286
5,10,4,10,29,-0.5
3,9,10,17,22,-0.666666667
1,2,3,6,79,-0.5
9,13,7,13,135,-0.307692308
5,8,7,14,16,-0.375
5,7,4,10,9,-0.285714286
5,6,4,8,50,-0.166666667
3,6,4,8,225,-0.5
1,1,1,6,20,0
12,17,4,12,30,-0.294117647
2,3,2,7,37,-0.333333333
1,2,9,15,57,-0.5
2,6,2,6,7,-0.666666667
5,9,3,6,52,-0.444444444
0,0,6,11,59,#DIV/0!
1,2,6,11,127,-0.5
3,4,3,6,34,-0.25
9,16,14,22,17,-0.4375
8,11,10,16,215,-0.272727273
4,5,6,11,47,-0.2
2,6,10,17,12,-0.666666667
3,4,1,7,14,-0.25
7,12,9,16,72,-0.416666667
6,11,7,13,56,-0.454545455
7,9,3,9,18,-0.222222222
3,5,6,10,28,-0.4
1,3,3,7,100,-0.666666667
4,6,7,12,81,-0.333333333
2,4,8,13,3,-0.5
6,8,2,5,42,-0.25
5,9,7,12,71,-0.444444444
1,2,5,10,69,-0.5
1,3,3,9,32,-0.666666667
10,12,6,12,23,-0.166666667
1,5,5,7,60,-0.8
12,18,9,16,48,-0.333333333
6,9,10,13,46,-0.333333333
8,15,10,19,15,-0.466666667
7,9,4,9,65,-0.222222222
2,7,10,16,172,-0.714285714
0,1,4,9,24,-1
1,3,3,8,26,-0.666666667
5,9,10,16,64,-0.444444444
3,5,5,9,66,-0.4
4,9,9,15,97,-0.555555556
0,0,4,9,1,#DIV/0!
9,10,3,7,95,-0.1
2,5,2,7,74,-0.6
7,11,1,7,40,-0.363636364
9,14,7,14,11,-0.357142857
NA,NA,NA,NA,25,#VALUE!
5,8,4,9,63,-0.375
2,2,3,7,227,0
4,8,3,9,4,-0.5
3,4,2,6,29,-0.25
1,2,3,5,22,-0.5
3,3,7,11,16,0
1,4,5,11,50,-0.75
0,1,0,6,20,-1
4,6,2,6,30,-0.333333333
2,3,4,9,7,-0.333333333
4,6,4,10,59,-0.333333333
1,2,7,11,127,-0.5
10,11,6,10,17,-0.090909091
5,7,8,13,47,-0.285714286
5,6,2,6,14,-0.166666667
10,12,1,6,18,-0.166666667
4,7,4,10,28,-0.428571429
4,7,13,16,81,-0.428571429
10,14,2,8,71,-0.285714286
NA,NA,NA,NA,32,#VALUE!
5,9,6,12,23,-0.444444444
4,4,2,4,46,0
0,2,12,17,15,-1
4,7,3,9,24,-0.428571429
4,6,7,13,64,-0.333333333
6,9,6,12,97,-0.333333333
0,3,5,10,1,-1
0,0,1,6,74,#DIV/0!
0,2,2,7,11,-1
10,11,3,7,63,-0.090909091
5,6,2,5,29,-0.166666667
2,3,5,7,22,-0.333333333
1,2,6,11,20,-0.5
3,5,6,12,30,-0.4
8,10,0,4,59,-0.2
4,8,5,10,47,-0.5
7,13,7,13,18,-0.461538462
5,9,4,12,28,-0.444444444
1,3,8,14,32,-0.666666667
6,9,5,10,23,-0.333333333
9,14,6,11,24,-0.357142857
2,4,7,13,64,-0.5
8,10,7,14,1,-0.2
4,6,2,6,11,-0.333333333
1,4,3,8,29,-0.75
6,6,4,8,20,0
2,7,8,14,59,-0.714285714
8,12,4,10,18,-0.333333333
2,4,5,11,23,-0.5
0,1,3,9,64,-1
1,2,6,11,1,-0.5
3,7,12,17,20,-0.571428571
6,10,7,14,59,-0.4
6,9,4,10,23,-0.333333333
0,1,5,10,1,-1
3,5,5,11,23,-0.4
0,1,5,10,1,-1
6,8,4,10,1,-0.25
2,6,2,8,138,-0.666666667
1,2,1,4,75,-0.5
5,10,9,15,37,-0.5
3,4,13,17,44,-0.25
4,5,6,10,262,-0.2
5,6,0,4,58,-0.166666667
0,2,1,4,14,-1
1,2,3,8,88,-0.5
4,6,0,3,52,-0.333333333
0,1,5,10,56,-1
9,9,0,1,23,0
3,6,7,12,80,-0.5
3,6,2,9,91,-0.5
3,5,6,12,94,-0.4
1,4,2,6,9,-0.75
1,2,2,7,4,-0.5
2,3,5,9,122,-0.333333333
0,0,2,6,111,#DIV/0!
9,12,2,6,26,-0.25
7,9,4,8,92,-0.222222222
7,13,5,11,84,-0.461538462
8,11,8,14,190,-0.272727273
0,0,5,9,18,#DIV/0!
2,6,21,25,12,-0.666666667
1,2,4,8,127,-0.5
1,4,3,9,102,-0.75
3,3,0,2,25,0
5,6,5,10,45,-0.166666667
11,17,10,15,115,-0.352941176
1,2,5,9,118,-0.5
9,12,4,8,7,-0.25
1,6,6,12,66,-0.833333333
4,4,2,5,67,0
2,3,4,9,170,-0.333333333
0,1,3,7,36,-1
2,3,2,7,41,-0.333333333
1,4,8,12,76,-0.75
4,7,4,8,55,-0.428571429
5,7,8,12,11,-0.285714286
3,4,5,10,19,-0.25
0,0,2,5,65,#DIV/0!
0,3,5,9,100,-1
7,11,5,10,31,-0.363636364
2,4,3,7,77,-0.5
0,0,0,2,139,#DIV/0!
9,13,5,10,132,-0.307692308
2,2,3,7,2,0
2,4,7,13,5,-0.5
15,19,8,13,112,-0.210526316
1,5,3,8,103,-0.8
2,7,4,9,32,-0.714285714
3,3,7,12,119,0
1,1,6,10,43,0
1,1,5,8,606,0
2,5,3,8,17,-0.6
12,17,8,15,140,-0.294117647
3,4,5,9,121,-0.25
2,6,8,13,89,-0.666666667
0,1,4,7,62,-1
2,6,6,12,34,-0.666666667
5,5,2,6,101,0
3,3,9,12,97,0
8,10,3,8,3,-0.2
2,5,3,7,1,-0.6
6,7,1,5,37,-0.142857143
1,2,8,13,44,-0.5
6,7,8,11,14,-0.142857143
2,3,5,10,52,-0.333333333
1,3,1,4,23,-0.666666667
1,3,3,7,80,-0.666666667
9,13,4,11,9,-0.307692308
0,1,4,8,4,-1
7,9,4,8,26,-0.222222222
4,7,2,7,92,-0.428571429
4,8,7,13,18,-0.5
0,0,1,4,12,#DIV/0!
0,4,4,8,25,-1
6,9,6,11,115,-0.333333333
4,8,2,6,118,-0.5
4,4,4,9,66,0
6,8,7,13,36,-0.25
7,8,8,11,41,-0.125
2,4,3,8,55,-0.5
4,5,9,13,19,-0.2
11,16,15,20,31,-0.3125
14,16,1,6,77,-0.125
1,2,1,6,2,-0.5
3,4,9,13,5,-0.25
6,12,2,8,103,-0.5
0,1,5,8,43,-1
2,2,9,13,17,0
5,7,13,17,121,-0.285714286
0,2,8,12,62,-1
9,12,6,10,101,-0.25
0,0,0,4,97,#DIV/0!
4,6,1,6,37,-0.333333333
5,9,3,7,44,-0.444444444
6,8,1,4,23,-0.25
2,3,0,3,80,-0.333333333
10,11,7,9,4,-0.090909091
1,3,4,10,18,-0.666666667
10,13,5,12,25,-0.230769231
0,0,5,10,115,#DIV/0!
4,4,4,7,66,0
6,8,2,4,55,-0.25
4,7,2,7,31,-0.428571429
1,2,9,14,2,-0.5
6,7,2,5,103,-0.142857143
5,8,4,10,17,-0.375
6,8,2,6,121,-0.25
9,19,1,12,97,-0.526315789
9,16,6,15,44,-0.4375
1,3,3,7,23,-0.666666667
1,1,6,11,18,0
2,2,7,11,25,0
2,3,7,11,66,-0.333333333
4,7,3,7,2,-0.428571429
3,8,4,10,103,-0.625
1,2,3,7,97,-0.5
6,9,4,9,23,-0.333333333
7,8,2,6,18,-0.125
2,5,3,9,2,-0.6
6,9,2,7,103,-0.333333333
0,1,5,9,23,-1
1,2,7,11,2,-0.5
9,11,2,6,23,-0.181818182
1,3,2,9,1,-0.666666667
11,15,12,17,51,-0.266666667
7,13,6,12,105,-0.461538462
5,10,1,7,28,-0.5
13,14,3,7,38,-0.071428571
7,9,6,9,108,-0.222222222
3,3,4,7,52,0
5,10,4,10,39,-0.5
5,6,5,7,10,-0.166666667
4,7,0,5,167,-0.428571429
4,6,3,7,47,-0.333333333
1,2,0,4,21,-0.5
7,10,7,12,42,-0.3
2,3,3,7,142,-0.333333333
4,6,3,8,32,-0.333333333
2,3,1,6,8,-0.333333333
8,14,4,9,4,-0.428571429
3,5,3,6,54,-0.4
3,5,6,9,65,-0.4
0,3,12,19,26,-1
5,8,5,9,22,-0.375
4,5,6,11,41,-0.2
3,6,3,8,37,-0.5
2,4,4,8,13,-0.5
2,6,3,10,40,-0.666666667
7,11,5,11,83,-0.363636364
4,5,5,8,118,-0.2
6,8,2,5,19,-0.25
8,9,0,3,131,-0.111111111
2,3,8,12,43,-0.333333333
4,5,2,4,34,-0.2
2,4,7,13,6,-0.5
3,8,10,15,124,-0.625
1,2,3,7,106,-0.5
4,5,4,8,115,-0.2
2,3,3,7,36,-0.333333333
4,6,3,6,20,-0.333333333
0,3,6,12,67,-1
8,13,3,9,101,-0.384615385
0,0,8,12,12,#DIV/0!
5,5,3,9,15,0
1,3,3,9,48,-0.666666667
1,1,2,5,60,0
0,0,2,5,17,#DIV/0!
0,0,3,6,29,#DIV/0!
2,6,4,10,70,-0.666666667
3,6,2,7,75,-0.5
5,7,5,10,3,-0.285714286
4,8,11,18,5,-0.5
7,13,5,11,144,-0.461538462
2,4,7,12,183,-0.5
2,3,4,6,31,-0.333333333
0,0,6,8,18,#DIV/0!
6,6,6,9,97,0
2,4,2,7,91,-0.5
9,18,6,14,88,-0.5
0,2,4,8,14,-1
4,4,4,8,35,0
3,7,4,10,96,-0.571428571
2,5,2,9,23,-0.6
6,8,3,9,NA,-0.25
2,4,3,7,46,-0.5
8,10,6,11,605,-0.2
3,4,2,7,2,-0.25
1,2,8,12,1,-0.5
6,10,2,4,105,-0.4
1,2,6,10,108,-0.5
3,5,1,3,39,-0.4
7,8,1,6,10,-0.125
NA,NA,NA,NA,21,#VALUE!
4,7,2,6,142,-0.428571429
5,8,5,10,8,-0.375
6,6,8,12,54,0
7,9,4,9,26,-0.222222222
1,1,5,8,22,0
1,4,13,18,13,-0.75
0,2,3,6,40,-1
4,6,6,11,19,-0.333333333
7,13,6,13,131,-0.461538462
4,9,2,6,6,-0.555555556
5,7,5,8,106,-0.285714286
5,8,1,7,36,-0.375
12,16,2,6,20,-0.25
4,6,1,5,12,-0.333333333
5,5,2,5,48,0
0,0,5,9,17,#DIV/0!
4,8,10,15,29,-0.5
12,17,5,11,75,-0.294117647
2,5,2,8,5,-0.6
3,5,5,11,31,-0.4
2,2,2,5,18,0
1,2,5,10,91,-0.5
0,0,11,13,35,#DIV/0!
3,7,2,7,96,-0.571428571
8,15,12,19,46,-0.466666667
6,11,7,12,605,-0.454545455
2,3,11,14,1,-0.333333333
6,8,8,11,108,-0.25
3,6,0,3,21,-0.5
0,1,3,9,8,-1
1,2,6,11,26,-0.5
6,12,6,13,22,-0.5
1,1,3,4,19,0
3,5,9,16,6,-0.4
0,0,5,8,36,#DIV/0!
1,3,4,9,12,-0.666666667
2,4,5,10,17,-0.5
5,10,4,10,29,-0.5
4,8,11,17,5,-0.5
0,0,4,9,18,#DIV/0!
5,6,2,6,35,-0.166666667
8,13,5,13,46,-0.384615385
7,12,6,13,1,-0.416666667
4,6,1,7,8,-0.333333333
11,14,8,14,22,-0.214285714
6,10,9,15,6,-0.4
6,9,6,11,12,-0.333333333
4,4,1,4,17,0
2,4,0,3,5,-0.5
8,10,1,5,46,-0.2
4,10,4,11,1,-0.6
0,0,4,7,6,#DIV/0!
2,3,5,8,17,-0.333333333
2,6,1,6,5,-0.666666667
5,10,3,10,1,-0.5
0,0,0,4,5,#DIV/0!
6,9,7,12,1,-0.333333333
,,4,11,83,-0.636363636
,,2,5,222,-0.6
,,3,5,59,-0.4
,,4,7,31,-0.428571429
,,7,14,49,-0.5
,,3,6,44,-0.5
,,1,6,139,-0.833333333
,,8,15,92,-0.466666667
,,1,8,117,-0.875
,,0,3,94,-1
,,7,13,103,-0.461538462
,,8,13,48,-0.384615385
,,4,10,260,-0.6
,,10,18,77,-0.444444444
,,4,7,47,-0.428571429
,,3,9,111,-0.666666667
,,10,14,43,-0.285714286
,,4,9,61,-0.555555556
,,7,12,105,-0.416666667
,,10,14,58,-0.285714286
,,5,11,100,-0.545454545
,,12,19,161,-0.368421053
,,7,15,99,-0.533333333
,,1,6,358,-0.833333333
,,9,14,32,-0.357142857
,,7,13,245,-0.461538462
,,1,4,70,-0.75
,,5,9,79,-0.444444444
,,4,11,133,-0.636363636
,,4,10,81,-0.6
,,9,13,227,-0.307692308
,,4,8,234,-0.5
,,9,16,5,-0.4375
,,3,8,84,-0.625
,,5,10,129,-0.5
,,9,11,96,-0.181818182
,,5,9,21,-0.444444444
,,2,7,216,-0.714285714
,,4,9,82,-0.555555556
,,8,12,9,-0.333333333
,,1,7,76,-0.857142857
,,6,11,110,-0.454545455
,,4,9,68,-0.555555556
,,2,8,95,-0.75
,,7,12,1275,-0.416666667
,,6,11,45,-0.454545455
,,4,8,266,-0.5
,,6,11,69,-0.454545455
,,1,4,89,-0.75
,,3,6,37,-0.5
,,10,17,88,-0.411764706
,,2,10,101,-0.8
,,4,11,19,-0.636363636
,,7,10,197,-0.3
,,10,16,102,-0.375
,,2,7,106,-0.714285714
,,4,8,52,-0.5
,,5,9,64,-0.444444444
,,2,7,286,-0.714285714
,,4,10,104,-0.6
,,5,12,75,-0.583333333
,,14,19,240,-0.263157895
,,1,4,121,-0.75
,,2,7,42,-0.714285714
,,7,12,72,-0.416666667
,,2,6,202,-0.666666667
,,12,20,73,-0.4
,,3,11,80,-0.727272727
,,2,8,66,-0.75
,,1,4,55,-0.75
,,14,20,27,-0.3
,,5,8,41,-0.375
,,3,8,257,-0.625
,,6,11,28,-0.454545455
,,7,12,71,-0.416666667
,,6,11,15,-0.454545455
,,6,9,46,-0.333333333
,,1,4,17,-0.75
,,6,12,50,-0.5
,,3,7,53,-0.571428571
,,8,17,67,-0.529411765
,,2,7,36,-0.714285714
,,3,8,86,-0.625
,,2,8,35,-0.75
,,4,9,125,-0.555555556
,,8,11,51,-0.272727273
,,6,12,97,-0.5
,,6,10,87,-0.4
,,6,11,91,-0.454545455
,,4,9,159,-0.555555556
,,9,13,112,-0.307692308
,,4,8,136,-0.5
,,9,14,65,-0.357142857
,,2,7,23,-0.714285714
,,8,13,34,-0.384615385
,,2,7,219,-0.714285714
,,5,11,107,-0.545454545
,,7,12,25,-0.416666667
,,7,11,22,-0.363636364
,,7,12,40,-0.416666667
,,3,9,90,-0.666666667
,,1,6,18,-0.833333333
,,8,11,11,-0.272727273
,,5,10,6,-0.5
,,3,7,54,-0.571428571
,,7,12,85,-0.416666667
,,4,8,20,-0.5
,,5,10,4,-0.5
,,8,13,8,-0.384615385
,,11,19,57,-0.421052632
,,10,19,38,-0.473684211
,,2,7,74,-0.714285714
,,3,9,16,-0.666666667
,,6,11,7,-0.454545455
,,0,1,39,-1
,,NA,NA,451,#VALUE!
,,4,9,26,-0.555555556
,,0,4,33,-1
,,2,7,24,-0.714285714
,,6,10,2,-0.4
,,9,17,12,-0.470588235
,,6,12,30,-0.5
,,2,4,98,-0.5
,,2,7,14,-0.714285714
,,4,10,3,-0.6
,,4,7,13,-0.428571429
,,1,6,10,-0.833333333
,,6,10,100,-0.4
,,5,11,70,-0.545454545
,,9,15,59,-0.4
,,12,17,29,-0.294117647
,,3,5,103,-0.4
,,5,9,44,-0.444444444
,,6,11,106,-0.454545455
,,0,5,41,-1
,,3,7,212,-0.571428571
,,7,12,111,-0.416666667
,,3,7,37,-0.571428571
,,7,14,22,-0.5
,,2,6,109,-0.666666667
,,3,7,40,-0.571428571
,,4,7,63,-0.428571429
,,12,17,7,-0.294117647
,,8,11,138,-0.272727273
,,9,13,64,-0.307692308
,,1,6,67,-0.833333333
,,3,9,98,-0.666666667
,,5,10,93,-0.5
,,8,13,180,-0.384615385
,,5,9,80,-0.444444444
,,5,13,114,-0.615384615
,,1,6,142,-0.833333333
,,5,13,137,-0.615384615
,,8,11,123,-0.272727273
,,5,9,61,-0.444444444
,,2,6,81,-0.666666667
,,9,15,46,-0.4
,,4,10,96,-0.6
,,2,4,6,-0.5
,,7,11,171,-0.363636364
,,5,8,110,-0.375
,,4,8,36,-0.5
,,4,8,32,-0.5
,,2,6,717,-0.666666667
,,8,19,84,-0.578947368
,,1,5,77,-0.8
,,7,16,58,-0.5625
,,11,14,72,-0.214285714
,,5,10,90,-0.5
,,2,6,38,-0.666666667
,,5,10,68,-0.5
,,6,13,31,-0.538461538
,,6,10,118,-0.4
,,6,9,69,-0.333333333
,,11,17,4,-0.352941176
,,9,15,5,-0.4
,,10,16,89,-0.375
,,2,6,168,-0.666666667
,,5,9,105,-0.444444444
,,2,6,19,-0.666666667
,,1,5,128,-0.8
,,7,12,71,-0.416666667
,,3,6,65,-0.5
,,9,13,16,-0.307692308
,,4,9,99,-0.555555556
,,1,7,39,-0.857142857
,,13,18,21,-0.277777778
,,10,15,195,-0.333333333
,,1,3,79,-0.666666667
,,6,10,43,-0.4
,,3,8,97,-0.625
,,5,11,126,-0.545454545
,,3,9,88,-0.666666667
,,5,7,24,-0.285714286
,,3,8,83,-0.625
,,3,8,45,-0.625
,,5,10,76,-0.5
,,11,16,86,-0.3125
,,12,18,73,-0.333333333
,,4,11,3,-0.636363636
,,6,11,74,-0.454545455
,,4,7,188,-0.428571429
,,2,8,53,-0.75
,,7,13,237,-0.461538462
,,1,4,122,-0.75
,,4,10,102,-0.6
,,7,11,60,-0.363636364
,,4,7,87,-0.428571429
,,4,10,204,-0.6
,,3,9,107,-0.666666667
,,5,10,141,-0.5
,,8,14,82,-0.428571429
,,3,7,34,-0.571428571
,,8,14,95,-0.428571429
,,4,8,78,-0.5
,,4,8,57,-0.5
,,6,9,135,-0.333333333
,,8,14,51,-0.428571429
,,6,9,91,-0.333333333
,,1,8,130,-0.875
,,4,10,108,-0.6
,,6,9,30,-0.333333333
,,9,14,2,-0.357142857
,,5,12,1,-0.583333333
,,4,9,15,-0.555555556
,,6,11,132,-0.454545455
,,5,11,25,-0.545454545
,,5,10,27,-0.5
,,0,5,17,-1
,,2,5,18,-0.6
,,3,10,26,-0.7
,,0,3,28,-1
,,11,18,9,-0.388888889
,,5,8,23,-0.375
,,1,5,101,-0.8
,,5,8,62,-0.375
,,7,14,11,-0.5
,,5,11,42,-0.545454545
,,5,8,66,-0.375
,,5,12,48,-0.583333333
,,6,12,50,-0.5
,,8,15,47,-0.466666667
,,6,11,56,-0.454545455
,,2,6,8,-0.666666667
,,4,8,55,-0.5
,,1,6,120,-0.833333333
,,3,6,35,-0.5
,,6,11,33,-0.454545455
,,4,10,14,-0.6
,,8,12,20,-0.333333333
,,6,8,52,-0.25
,,3,7,12,-0.571428571
,,1,5,13,-0.8
,,3,7,181,-0.571428571
,,2,7,1,-0.714285714
,,11,16,91,-0.3125
,,8,11,112,-0.272727273
,,2,7,28,-0.714285714
,,2,6,68,-0.666666667
,,4,7,119,-0.428571429
,,2,7,364,-0.714285714
,,16,24,102,-0.333333333
,,5,11,34,-0.545454545
,,3,7,98,-0.571428571
,,4,7,47,-0.428571429
,,5,10,114,-0.5
,,10,15,216,-0.333333333
,,6,14,105,-0.571428571
,,2,5,170,-0.6
,,4,9,60,-0.555555556
,,4,8,80,-0.5
,,6,11,165,-0.454545455
,,1,3,56,-0.666666667
,,4,10,88,-0.6
,,1,5,238,-0.8
,,5,10,87,-0.5
,,3,8,86,-0.625
,,6,14,99,-0.571428571
,,8,14,143,-0.428571429
,,2,6,116,-0.666666667
,,14,20,77,-0.3
,,4,8,41,-0.5
,,2,8,29,-0.75
,,8,15,66,-0.466666667
,,3,8,48,-0.625
,,3,7,78,-0.571428571
,,6,10,46,-0.4
,,3,9,74,-0.666666667
,,2,7,76,-0.714285714
,,4,9,115,-0.555555556
,,4,10,186,-0.6
